Quarter,State-from,State-to,Year,Passengers,Month,Day
1,NE,UT,1999,73.77777778,0,1
4,NE,UT,2000,75.10869565,9,1
3,NE,UT,2000,75.54347826,6,1
2,NE,UT,2000,75.82417583,3,1
1,NE,UT,2000,49.78021978,0,1
4,NE,UT,2001,43.47826087,9,1
3,NE,UT,2001,51.63043478,6,1
2,NE,UT,2001,61.20879121,3,1
1,NE,UT,2001,56.11111111,0,1
4,NE,UT,2002,48.26086957,9,1
3,NE,UT,2002,52.60869565,6,1
2,NE,UT,2002,58.24175824,3,1
1,NE,UT,2002,47.66666667,0,1
4,NE,UT,2003,68.26086957,9,1
3,NE,UT,2003,73.91304348,6,1
2,NE,UT,2003,70.98901099,3,1
1,NE,UT,2003,50.55555556,0,1
4,NE,UT,2004,97.5,9,1
3,NE,UT,2004,85.54347826,6,1
2,NE,UT,2004,97.47252747,3,1
1,NE,UT,2004,74.28571429,0,1
4,NE,UT,2005,128.1521739,9,1
3,NE,UT,2005,74.02173913,6,1
2,NE,UT,2005,70.98901099,3,1
1,NE,UT,2005,60.11111111,0,1
4,NE,UT,2006,95.65217391,9,1
3,NE,UT,2006,97.17391304,6,1
2,NE,UT,2006,123.0769231,3,1
1,NE,UT,2006,109,0,1
4,NE,UT,2007,110.4347826,9,1
3,NE,UT,2007,96.30434783,6,1
2,NE,UT,2007,123.0769231,3,1
1,NE,UT,2007,95.11111111,0,1
4,NE,UT,2008,109.3478261,9,1
3,NE,UT,2008,97.06521739,6,1
2,NE,UT,2008,109.3406593,3,1
1,NE,UT,2008,96.04395604,0,1
4,NE,UT,2009,113.1521739,9,1
3,NE,UT,2009,117.2826087,6,1
2,NE,UT,2009,128.9010989,3,1
1,NE,UT,2009,95.11111111,0,1
4,NE,UT,2010,121.5217391,9,1
3,NE,UT,2010,104.5652174,6,1
2,NE,UT,2010,120.8791209,3,1
1,NE,UT,2010,97.66666667,0,1
4,NE,UT,2011,119.8913043,9,1
3,NE,UT,2011,126.7391304,6,1
2,NE,UT,2011,132.1978022,3,1
1,NE,UT,2011,101,0,1
4,NE,UT,2012,116.0869565,9,1
3,NE,UT,2012,118.5869565,6,1
2,NE,UT,2012,118.3516484,3,1
1,NE,UT,2012,106.4835165,0,1
4,NE,UT,2013,118.5869565,9,1
3,NE,UT,2013,124.3478261,6,1
2,NE,UT,2013,115.1648352,3,1
1,NE,UT,2013,97.22222222,0,1
4,NE,UT,2014,121.0869565,9,1
3,NE,UT,2014,133.5869565,6,1
2,NE,UT,2014,138.3516484,3,1
1,NE,UT,2014,95.77777778,0,1
4,NE,UT,2015,109.4565217,9,1
3,NE,UT,2015,126.4130435,6,1
2,NE,UT,2015,140.6593407,3,1
1,NE,UT,2015,112.1111111,0,1
2,NE,VA,1996,12.08791209,3,1
1,NE,VA,1996,10.54945055,0,1
4,NE,VA,1997,11.84782609,9,1
2,NE,VA,1997,15.38461538,3,1
4,NE,VA,1998,15.10869565,9,1
3,NE,VA,1998,16.95652174,6,1
2,NE,VA,1998,14.72527473,3,1
1,NE,VA,1998,11.22222222,0,1
4,NE,VA,1999,16.19565217,9,1
3,NE,VA,1999,18.69565217,6,1
2,NE,VA,1999,18.46153846,3,1
1,NE,VA,1999,11.66666667,0,1
4,NE,VA,2000,30.10869565,9,1
3,NE,VA,2000,22.82608696,6,1
2,NE,VA,2000,19.67032967,3,1
1,NE,VA,2000,12.52747253,0,1
4,NE,VA,2001,14.23913043,9,1
3,NE,VA,2001,14.89130435,6,1
2,NE,VA,2001,16.04395604,3,1
1,NE,VA,2001,10.77777778,0,1
4,NE,VA,2002,19.34782609,9,1
3,NE,VA,2002,19.13043478,6,1
2,NE,VA,2002,19.78021978,3,1
1,NE,VA,2002,10.55555556,0,1
4,NE,VA,2003,18.36956522,9,1
3,NE,VA,2003,20.97826087,6,1
2,NE,VA,2003,21.53846154,3,1
1,NE,VA,2003,13.66666667,0,1
4,NE,VA,2004,20,9,1
3,NE,VA,2004,19.02173913,6,1
2,NE,VA,2004,17.58241758,3,1
1,NE,VA,2004,14.61538462,0,1
4,NE,VA,2005,15.97826087,9,1
3,NE,VA,2005,22.06521739,6,1
2,NE,VA,2005,24.72527473,3,1
1,NE,VA,2005,14.66666667,0,1
4,NE,VA,2006,19.23913043,9,1
3,NE,VA,2006,17.2826087,6,1
2,NE,VA,2006,16.7032967,3,1
1,NE,VA,2006,11.66666667,0,1
4,NE,VA,2007,18.80434783,9,1
3,NE,VA,2007,22.60869565,6,1
2,NE,VA,2007,25.27472527,3,1
1,NE,VA,2007,14.22222222,0,1
4,NE,VA,2008,19.02173913,9,1
3,NE,VA,2008,16.52173913,6,1
2,NE,VA,2008,20.76923077,3,1
1,NE,VA,2008,12.1978022,0,1
4,NE,VA,2009,15.86956522,9,1
3,NE,VA,2009,15.65217391,6,1
2,NE,VA,2009,20,3,1
1,NE,VA,2009,16.33333333,0,1
4,NE,VA,2010,18.91304348,9,1
3,NE,VA,2010,17.60869565,6,1
2,NE,VA,2010,16.26373626,3,1
1,NE,VA,2010,15,0,1
4,NE,VA,2011,15.10869565,9,1
3,NE,VA,2011,17.06521739,6,1
2,NE,VA,2011,20.87912088,3,1
1,NE,VA,2011,14.44444444,0,1
4,NE,VA,2012,22.39130435,9,1
3,NE,VA,2012,22.5,6,1
2,NE,VA,2012,16.26373626,3,1
1,NE,VA,2012,13.2967033,0,1
4,NE,VA,2013,24.45652174,9,1
3,NE,VA,2013,22.06521739,6,1
2,NE,VA,2013,23.84615385,3,1
1,NE,VA,2013,15,0,1
4,NE,VA,2014,25.97826087,9,1
3,NE,VA,2014,24.67391304,6,1
2,NE,VA,2014,30.54945055,3,1
1,NE,VA,2014,15.11111111,0,1
4,NE,VA,2015,30.32608696,9,1
3,NE,VA,2015,42.17391304,6,1
2,NE,VA,2015,36.7032967,3,1
1,NE,VA,2015,18.44444444,0,1
4,NE,WA,1996,184.8913044,9,1
3,NE,WA,1996,240.1086957,6,1
2,NE,WA,1996,177.4725275,3,1
1,NE,WA,1996,101.7582418,0,1
4,NE,WA,1997,178.4782608,9,1
3,NE,WA,1997,283.6956522,6,1
2,NE,WA,1997,188.7912088,3,1
1,NE,WA,1997,112.6666667,0,1
4,NE,WA,1998,205.2173913,9,1
3,NE,WA,1998,311.3043479,6,1
2,NE,WA,1998,248.6813187,3,1
1,NE,WA,1998,138.5555556,0,1
4,NE,WA,1999,225,9,1
3,NE,WA,1999,323.8043478,6,1
2,NE,WA,1999,273.1868132,3,1
1,NE,WA,1999,137.5555556,0,1
4,NE,WA,2000,200.1086957,9,1
3,NE,WA,2000,306.1956521,6,1
2,NE,WA,2000,283.7362637,3,1
1,NE,WA,2000,150.989011,0,1
4,NE,WA,2001,213.0434783,9,1
3,NE,WA,2001,289.8913044,6,1
2,NE,WA,2001,266.9230769,3,1
1,NE,WA,2001,128.8888889,0,1
4,NE,WA,2002,186.4130435,9,1
3,NE,WA,2002,272.0652174,6,1
2,NE,WA,2002,227.8021978,3,1
1,NE,WA,2002,134.1111111,0,1
4,NE,WA,2003,211.0869566,9,1
3,NE,WA,2003,272.5,6,1
2,NE,WA,2003,242.6373627,3,1
1,NE,WA,2003,121,0,1
4,NE,WA,2004,225.652174,9,1
3,NE,WA,2004,309.6739131,6,1
2,NE,WA,2004,261.5384615,3,1
1,NE,WA,2004,142.8571428,0,1
4,NE,WA,2005,255.4347826,9,1
3,NE,WA,2005,327.826087,6,1
2,NE,WA,2005,285.2747253,3,1
1,NE,WA,2005,151.5555555,0,1
4,NE,WA,2006,233.6956522,9,1
3,NE,WA,2006,292.3913043,6,1
2,NE,WA,2006,305.4945055,3,1
1,NE,WA,2006,168.1111112,0,1
4,NE,WA,2007,225.7608695,9,1
3,NE,WA,2007,274.6739131,6,1
2,NE,WA,2007,293.076923,3,1
1,NE,WA,2007,169.4444444,0,1
4,NE,WA,2008,193.2608696,9,1
3,NE,WA,2008,283.9130435,6,1
2,NE,WA,2008,251.3186813,3,1
1,NE,WA,2008,134.2857143,0,1
4,NE,WA,2009,203.1521739,9,1
3,NE,WA,2009,294.2391305,6,1
2,NE,WA,2009,265.4945055,3,1
1,NE,WA,2009,134,0,1
4,NE,WA,2010,227.1739131,9,1
3,NE,WA,2010,382.0652174,6,1
2,NE,WA,2010,256.043956,3,1
1,NE,WA,2010,145,0,1
4,NE,WA,2011,206.7391304,9,1
3,NE,WA,2011,327.1739131,6,1
2,NE,WA,2011,272.8571429,3,1
1,NE,WA,2011,147,0,1
4,NE,WA,2012,200.2173914,9,1
3,NE,WA,2012,295.3260869,6,1
2,NE,WA,2012,260.7692308,3,1
1,NE,WA,2012,149.7802198,0,1
4,NE,WA,2013,223.3695652,9,1
3,NE,WA,2013,249.6739131,6,1
2,NE,WA,2013,224.0659341,3,1
1,NE,WA,2013,119.6666667,0,1
4,NE,WA,2014,258.2608696,9,1
3,NE,WA,2014,341.9565217,6,1
2,NE,WA,2014,280.4395605,3,1
1,NE,WA,2014,150.7777778,0,1
4,NE,WA,2015,272.2826087,9,1
3,NE,WA,2015,346.1956522,6,1
2,NE,WA,2015,305.2747253,3,1
1,NE,WA,2015,189.1111112,0,1
3,NE,WI,1996,12.17391304,6,1
4,NE,WI,1998,10.32608696,9,1
3,NE,WI,1998,12.2826087,6,1
4,NE,WI,1999,10.2173913,9,1
3,NE,WI,1999,13.36956522,6,1
2,NE,WI,1999,11.42857143,3,1
1,NE,WI,1999,10.33333333,0,1
4,NE,WI,2000,14.23913043,9,1
3,NE,WI,2000,11.08695652,6,1
2,NE,WI,2000,11.31868132,3,1
1,NE,WI,2000,11.53846154,0,1
3,NE,WI,2001,11.52173913,6,1
2,NE,WI,2002,12.74725275,3,1
4,NE,WI,2011,11.41304348,9,1
4,NE,WI,2012,12.82608696,9,1
3,NE,WI,2012,16.19565217,6,1
2,NE,WI,2012,12.74725275,3,1
1,NE,WI,2012,10.43956044,0,1
4,NE,WI,2013,10.10869565,9,1
3,NE,WI,2013,15.43478261,6,1
2,NE,WI,2013,11.20879121,3,1
1,NE,WI,2013,11.33333333,0,1
4,NE,WI,2014,11.08695652,9,1
3,NE,WI,2014,13.26086957,6,1
2,NE,WI,2014,11.75824176,3,1
1,NE,WI,2014,10.22222222,0,1
3,NE,WI,2015,11.19565217,6,1
2,NE,WI,2015,10.43956044,3,1
4,NH,DC,1996,10,9,1
2,NH,DC,1996,14.94505495,3,1
1,NH,DC,1996,13.84615385,0,1
4,NH,DC,1997,23.15217391,9,1
3,NH,DC,1997,13.91304348,6,1
2,NH,DC,1997,11.20879121,3,1
1,NH,DC,1997,11.11111111,0,1
4,NH,DC,1998,10.65217391,9,1
2,NH,DC,1998,11.86813187,3,1
1,NH,DC,1998,10.44444444,0,1
4,NH,FL,2000,155.2173913,9,1
3,NH,FL,2000,108.0434783,6,1
2,NH,FL,2000,141.6483516,3,1
4,NH,FL,2001,107.826087,9,1
3,NH,FL,2001,95.76086957,6,1
2,NH,FL,2001,169.2307692,3,1
1,NH,FL,2001,212.4444444,0,1
4,NH,FL,2002,100.5434783,9,1
3,NH,FL,2002,69.56521739,6,1
2,NH,FL,2002,147.0329671,3,1
1,NH,FL,2002,201.5555555,0,1
4,NH,FL,2003,106.3043478,9,1
3,NH,FL,2003,68.80434783,6,1
2,NH,FL,2003,112.8571429,3,1
1,NH,FL,2003,114.3333333,0,1
4,NH,FL,2004,14.13043478,9,1
3,NH,FL,2004,55.2173913,6,1
2,NH,FL,2004,124.9450549,3,1
1,NH,FL,2004,192.5274725,0,1
4,NH,FL,2005,50.54347826,9,1
3,NH,FL,2005,15.10869565,6,1
4,NH,FL,2006,26.63043478,9,1
3,NH,FL,2006,105.2173913,6,1
2,NH,FL,2006,141.6483516,3,1
1,NH,FL,2006,106.8888889,0,1
2,NH,FL,2007,21.75824176,3,1
1,NH,FL,2007,72.44444444,0,1
4,NH,FL,2013,44.67391304,9,1
4,NH,FL,2014,64.02173913,9,1
3,NH,FL,2014,40,6,1
2,NH,FL,2014,96.92307693,3,1
1,NH,FL,2014,122.5555556,0,1
4,NH,FL,2015,102.9347826,9,1
3,NH,FL,2015,45.97826087,6,1
2,NH,FL,2015,107.8021978,3,1
1,NH,FL,2015,123.3333333,0,1
4,NH,NY,1996,38.15217391,9,1
3,NH,NY,1996,28.58695652,6,1
2,NH,NY,1996,15.16483516,3,1
1,NH,NY,1996,19.23076923,0,1
1,NH,NY,1997,44.88888889,0,1
4,NH,NY,2000,33.58695652,9,1
3,NH,NY,2000,10.76086957,6,1
4,NH,NY,2001,21.95652174,9,1
3,NH,NY,2001,15.32608696,6,1
2,NH,NY,2001,25.6043956,3,1
1,NH,NY,2001,23.66666667,0,1
3,NH,NY,2002,17.2826087,6,1
2,NH,NY,2002,20.98901099,3,1
1,NH,NY,2002,18.33333333,0,1
4,NH,NY,2003,17.93478261,9,1
3,NH,NY,2003,15.43478261,6,1
2,NH,NY,2003,16.48351648,3,1
1,NH,NY,2003,15.22222222,0,1
4,NH,NY,2004,30.32608696,9,1
3,NH,NY,2004,24.56521739,6,1
2,NH,NY,2004,16.15384615,3,1
1,NH,NY,2004,18.02197802,0,1
4,NH,NY,2005,23.47826087,9,1
3,NH,NY,2005,21.19565217,6,1
2,NH,NY,2005,24.06593407,3,1
1,NH,NY,2005,25.22222222,0,1
2,NH,NY,2006,23.62637363,3,1
1,NH,NY,2006,24.77777778,0,1
4,NH,NY,2008,10.43478261,9,1
3,NH,NY,2008,18.26086957,6,1
2,NH,NY,2008,27.36263736,3,1
4,NH,PA,1996,17.06521739,9,1
3,NH,PA,1996,17.93478261,6,1
2,NH,PA,1996,16.7032967,3,1
1,NH,PA,1997,12.77777778,0,1
2,NJ,CA,1997,10.10989011,3,1
3,NJ,CA,2001,58.47826087,6,1
4,NJ,CA,2002,32.5,9,1
3,NJ,CA,2002,26.84782609,6,1
4,NJ,CA,2003,37.2826087,9,1
3,NJ,CA,2003,36.41304348,6,1
2,NJ,CA,2003,33.62637363,3,1
1,NJ,CA,2003,38.77777778,0,1
4,NJ,CA,2004,10.2173913,9,1
3,NJ,CA,2004,11.95652174,6,1
2,NJ,CA,2004,17.58241758,3,1
1,NJ,CA,2004,19.56043956,0,1
3,NJ,CA,2005,13.69565217,6,1
2,NJ,CA,2005,22.41758242,3,1
1,NJ,CA,2005,12.22222222,0,1
4,NJ,CA,2006,10.32608696,9,1
3,NJ,CA,2006,35.4347826,6,1
4,NJ,CA,2007,10,9,1
3,NJ,CA,2007,45.43478261,6,1
2,NJ,CA,2007,31.20879121,3,1
4,NJ,CA,2009,10.76086957,9,1
4,NJ,CA,2010,25.10869565,9,1
3,NJ,CA,2010,22.60869565,6,1
2,NJ,CA,2010,11.86813187,3,1
4,NJ,CA,2011,20.43478261,9,1
3,NJ,CA,2011,27.7173913,6,1
2,NJ,CA,2011,30,3,1
1,NJ,CA,2011,13.11111111,0,1
3,NJ,CA,2014,11.08695652,6,1
4,NJ,CO,2002,33.91304348,9,1
3,NJ,CO,2002,55.86956522,6,1
4,NJ,CO,2003,31.19565217,9,1
3,NJ,CO,2003,46.19565217,6,1
2,NJ,CO,2003,33.2967033,3,1
1,NJ,CO,2003,28.66666667,0,1
3,NJ,CO,2004,44.02173913,6,1
2,NJ,CO,2004,39.78021978,3,1
1,NJ,CO,2004,37.8021978,0,1
4,NJ,FL,1996,663.9130435,9,1
3,NJ,FL,1996,358.4782609,6,1
2,NJ,FL,1996,416.3736264,3,1
1,NJ,FL,1996,441.8681319,0,1
4,NJ,FL,1997,722.0652175,9,1
3,NJ,FL,1997,627.173913,6,1
2,NJ,FL,1997,458.3516484,3,1
1,NJ,FL,1997,449.6666667,0,1
4,NJ,FL,1998,1340.978261,9,1
3,NJ,FL,1998,1071.086957,6,1
2,NJ,FL,1998,1041.428571,3,1
1,NJ,FL,1998,941,0,1
4,NJ,FL,1999,1539.456522,9,1
3,NJ,FL,1999,1235.326087,6,1
2,NJ,FL,1999,1310.32967,3,1
1,NJ,FL,1999,1444.222222,0,1
4,NJ,FL,2000,1382.173913,9,1
3,NJ,FL,2000,1182.826087,6,1
2,NJ,FL,2000,1307.582418,3,1
1,NJ,FL,2000,1563.076923,0,1
4,NJ,FL,2001,1140.217391,9,1
3,NJ,FL,2001,1016.956522,6,1
2,NJ,FL,2001,1355.934066,3,1
1,NJ,FL,2001,1556,0,1
4,NJ,FL,2002,1483.369565,9,1
3,NJ,FL,2002,1266.086957,6,1
2,NJ,FL,2002,1461.758242,3,1
1,NJ,FL,2002,1690.888889,0,1
4,NJ,FL,2003,1505.869565,9,1
3,NJ,FL,2003,1544.565217,6,1
2,NJ,FL,2003,1512.637363,3,1
1,NJ,FL,2003,1433.333333,0,1
4,NJ,FL,2004,1601.630435,9,1
3,NJ,FL,2004,1593.478261,6,1
2,NJ,FL,2004,1696.263736,3,1
1,NJ,FL,2004,1962.307692,0,1
4,NJ,FL,2005,1199.130435,9,1
3,NJ,FL,2005,1326.521739,6,1
2,NJ,FL,2005,1588.241758,3,1
1,NJ,FL,2005,1989.444444,0,1
4,NJ,FL,2006,1484.456522,9,1
3,NJ,FL,2006,1369.130435,6,1
2,NJ,FL,2006,1446.593407,3,1
1,NJ,FL,2006,1621.555556,0,1
4,NJ,FL,2007,1686.304348,9,1
3,NJ,FL,2007,1483.913043,6,1
2,NJ,FL,2007,1753.076923,3,1
1,NJ,FL,2007,2144.333333,0,1
4,NJ,FL,2008,1563.913043,9,1
3,NJ,FL,2008,1512.826087,6,1
2,NJ,FL,2008,1656.263736,3,1
1,NJ,FL,2008,2056.263736,0,1
4,NJ,FL,2009,1854.565217,9,1
3,NJ,FL,2009,1581.956522,6,1
2,NJ,FL,2009,1715.604396,3,1
1,NJ,FL,2009,1663.222222,0,1
4,NJ,FL,2010,1693.478261,9,1
3,NJ,FL,2010,1557.065217,6,1
2,NJ,FL,2010,1728.021978,3,1
1,NJ,FL,2010,2103.111111,0,1
4,NJ,FL,2011,1704.456522,9,1
3,NJ,FL,2011,1648.478261,6,1
2,NJ,FL,2011,1890,3,1
1,NJ,FL,2011,1858.666667,0,1
4,NJ,FL,2012,1466.195652,9,1
3,NJ,FL,2012,1343.913043,6,1
2,NJ,FL,2012,1760.879121,3,1
1,NJ,FL,2012,2187.582418,0,1
4,NJ,FL,2013,1721.847826,9,1
3,NJ,FL,2013,1419.456522,6,1
2,NJ,FL,2013,1480.769231,3,1
1,NJ,FL,2013,1829.333333,0,1
4,NJ,FL,2014,1843.260869,9,1
3,NJ,FL,2014,1560.108696,6,1
2,NJ,FL,2014,1717.032967,3,1
1,NJ,FL,2014,2043.222222,0,1
4,NJ,FL,2015,1422.934783,9,1
3,NJ,FL,2015,1392.934783,6,1
2,NJ,FL,2015,1657.912088,3,1
1,NJ,FL,2015,2100.777778,0,1
4,NJ,IL,1996,16.08695652,9,1
3,NJ,IL,1996,14.23913043,6,1
2,NJ,IL,1996,14.72527473,3,1
1,NJ,IL,1996,10.21978022,0,1
3,NJ,IL,1997,12.7173913,6,1
2,NJ,IL,1997,16.92307692,3,1
3,NJ,IL,1998,10.43478261,6,1
2,NJ,IL,1999,10.54945055,3,1
3,NJ,IL,2001,99.34782609,6,1
3,NJ,IL,2003,10.76086957,6,1
3,NJ,IL,2010,12.82608696,6,1
3,NJ,IL,2011,151.1956522,6,1
2,NJ,IL,2011,119.010989,3,1
1,NJ,IL,2011,32.66666667,0,1
3,NJ,IL,2012,97.5,6,1
2,NJ,IL,2012,80.87912088,3,1
3,NJ,IL,2013,109.8913043,6,1
2,NJ,IL,2013,67.47252747,3,1
4,NJ,IL,2014,14.45652174,9,1
3,NJ,IL,2014,150.326087,6,1
2,NJ,IL,2014,87.36263736,3,1
3,NJ,IL,2015,70.54347826,6,1
2,NJ,IL,2015,34.61538462,3,1
4,NJ,MA,1996,268.5869565,9,1
3,NJ,MA,1996,164.8913043,6,1
2,NJ,MA,1996,160.6593407,3,1
1,NJ,MA,1996,147.1428571,0,1
4,NJ,MA,1997,165.1086957,9,1
3,NJ,MA,1997,198.4782609,6,1
2,NJ,MA,1997,173.0769231,3,1
1,NJ,MA,1997,112.1111111,0,1
4,NJ,MA,1998,14.89130435,9,1
3,NJ,MA,1998,83.26086957,6,1
2,NJ,MA,1998,70.54945055,3,1
1,NJ,MA,1998,47.11111111,0,1
3,NJ,MA,1999,62.17391304,6,1
2,NJ,MA,1999,44.50549451,3,1
1,NJ,MA,1999,10.11111111,0,1
2,NJ,MA,2000,11.64835165,3,1
3,NJ,MA,2003,14.23913043,6,1
2,NJ,MA,2003,12.63736264,3,1
4,NJ,MA,2009,86.95652174,9,1
3,NJ,MA,2009,143.8043478,6,1
2,NJ,MA,2009,59.45054945,3,1
4,NJ,MA,2010,60.97826087,9,1
3,NJ,MA,2010,166.0869565,6,1
2,NJ,MA,2010,123.1868132,3,1
1,NJ,MA,2010,61.77777778,0,1
3,NJ,MA,2011,116.3043478,6,1
2,NJ,MA,2011,109.5604396,3,1
1,NJ,MA,2011,45.33333333,0,1
4,NJ,MA,2012,16.41304348,9,1
3,NJ,MA,2012,109.5652174,6,1
2,NJ,MA,2012,77.69230769,3,1
1,NJ,MA,2012,15.71428571,0,1
3,NJ,MA,2013,53.04347826,6,1
2,NJ,MA,2013,52.41758242,3,1
3,NJ,MA,2014,72.5,6,1
2,NJ,MA,2014,56.59340659,3,1
3,NJ,MA,2015,75.32608696,6,1
2,NJ,MA,2015,37.58241758,3,1
4,NJ,MI,1996,315.6521739,9,1
3,NJ,MI,1996,162.0652174,6,1
2,NJ,MI,1996,202.0879121,3,1
1,NJ,MI,1996,160.4395604,0,1
4,NJ,MI,1997,165.5434783,9,1
3,NJ,MI,1997,175.6521739,6,1
2,NJ,MI,1997,179.6703297,3,1
1,NJ,MI,1997,11.33333333,0,1
4,NJ,MI,1998,45.32608696,9,1
3,NJ,MI,1998,68.69565217,6,1
2,NJ,MI,1998,72.63736264,3,1
1,NJ,MI,1998,54.66666667,0,1
3,NJ,MI,1999,50.86956522,6,1
2,NJ,MI,1999,49.34065934,3,1
1,NJ,MI,1999,39,0,1
4,NJ,MI,2002,128.8043478,9,1
3,NJ,MI,2002,101.8478261,6,1
2,NJ,MI,2002,19.45054945,3,1
4,NJ,MI,2003,131.1956522,9,1
3,NJ,MI,2003,144.3478261,6,1
2,NJ,MI,2003,124.5054945,3,1
1,NJ,MI,2003,108.2222222,0,1
4,NJ,MI,2004,116.0869565,9,1
3,NJ,MI,2004,179.3478261,6,1
2,NJ,MI,2004,170.989011,3,1
1,NJ,MI,2004,134.1758242,0,1
4,NJ,MI,2005,19.23913043,9,1
3,NJ,MI,2005,139.673913,6,1
2,NJ,MI,2005,147.9120879,3,1
1,NJ,MI,2005,100.6666667,0,1
4,NJ,MI,2006,45.86956522,9,1
3,NJ,MI,2006,151.9565217,6,1
2,NJ,MI,2006,73.2967033,3,1
4,NJ,MI,2007,37.39130435,9,1
3,NJ,MI,2007,156.0869565,6,1
2,NJ,MI,2007,98.46153846,3,1
4,NJ,MI,2010,35.65217391,9,1
3,NJ,MI,2010,111.6304348,6,1
2,NJ,MI,2010,34.94505495,3,1
3,NJ,MI,2011,103.2608696,6,1
2,NJ,MI,2011,68.46153846,3,1
3,NJ,MI,2012,31.41304348,6,1
2,NJ,MI,2012,42.41758242,3,1
3,NJ,MI,2013,104.1304348,6,1
2,NJ,MI,2013,71.86813187,3,1
3,NJ,MI,2014,79.13043478,6,1
2,NJ,MI,2014,63.73626374,3,1
3,NJ,MI,2015,67.7173913,6,1
2,NJ,MI,2015,44.28571429,3,1
3,NJ,NC,1997,10.43478261,6,1
3,NJ,NC,2003,13.36956522,6,1
2,NJ,NC,2003,16.15384615,3,1
4,NJ,NV,2002,16.52173913,9,1
4,NJ,NV,2003,24.7826087,9,1
3,NJ,NV,2003,25.10869565,6,1
2,NJ,NV,2003,25.27472527,3,1
1,NJ,NV,2003,23.88888889,0,1
4,NJ,NV,2004,15.32608696,9,1
3,NJ,NV,2004,13.47826087,6,1
2,NJ,NV,2004,19.23076923,3,1
1,NJ,NV,2004,24.28571429,0,1
3,NJ,NV,2005,17.7173913,6,1
2,NJ,NV,2005,19.67032967,3,1
1,NJ,NV,2005,14.44444444,0,1
3,NJ,NV,2006,16.63043478,6,1
4,NJ,NV,2007,225.7608696,9,1
3,NJ,NV,2007,236.7391304,6,1
2,NJ,NV,2007,144.9450549,3,1
1,NJ,NV,2008,15.27472527,0,1
4,NJ,NV,2010,12.2826087,9,1
3,NJ,NV,2010,17.7173913,6,1
3,NJ,NV,2011,12.17391304,6,1
3,NJ,OH,1996,10.10869565,6,1
4,NJ,OH,1997,167.826087,9,1
3,NJ,OH,1997,200.326087,6,1
2,NJ,OH,1997,136.3736264,3,1
4,NJ,OH,1998,65,9,1
3,NJ,OH,1998,89.56521739,6,1
2,NJ,OH,1998,101.2087912,3,1
1,NJ,OH,1998,73,0,1
4,NJ,OH,1999,72.93478261,9,1
3,NJ,OH,1999,109.3478261,6,1
2,NJ,OH,1999,68.79120879,3,1
1,NJ,OH,1999,61.66666667,0,1
3,NJ,OH,2000,84.89130435,6,1
2,NJ,OH,2000,60.76923077,3,1
1,NJ,OH,2000,57.36263736,0,1
3,NJ,OH,2001,24.56521739,6,1
4,NJ,OH,2002,20.97826087,9,1
4,NJ,OH,2003,35,9,1
3,NJ,OH,2003,44.89130435,6,1
2,NJ,OH,2003,41.31868132,3,1
1,NJ,OH,2003,11.66666667,0,1
4,NJ,OH,2004,26.52173913,9,1
3,NJ,OH,2004,43.47826087,6,1
2,NJ,OH,2004,21.86813187,3,1
1,NJ,OH,2004,22.30769231,0,1
4,NJ,OH,2005,23.58695652,9,1
3,NJ,OH,2005,32.60869565,6,1
2,NJ,OH,2005,29.23076923,3,1
1,NJ,OH,2005,21.33333333,0,1
3,NJ,OH,2006,17.60869565,6,1
2,NJ,OH,2006,18.68131868,3,1
1,NJ,OH,2006,11.77777778,0,1
3,NJ,OR,2014,10.10869565,6,1
3,NJ,PA,1996,28.47826087,6,1
2,NJ,PA,1996,28.57142857,3,1
4,NJ,PA,1997,122.173913,9,1
3,NJ,PA,1997,128.1521739,6,1
2,NJ,PA,1997,13.62637363,3,1
3,NJ,PA,1998,11.63043478,6,1
2,NJ,PA,1998,53.62637363,3,1
1,NJ,PA,1998,67.22222222,0,1
3,NJ,PA,1999,11.95652174,6,1
3,NJ,SC,1997,164.7826087,6,1
2,NJ,SC,1997,105.8241758,3,1
4,NJ,SC,1998,66.41304348,9,1
3,NJ,SC,1998,131.4130435,6,1
2,NJ,SC,1998,94.72527473,3,1
1,NJ,SC,1998,77.33333333,0,1
4,NJ,SC,1999,122.5,9,1
3,NJ,SC,1999,169.2391304,6,1
2,NJ,SC,1999,166.8131868,3,1
1,NJ,SC,1999,68.11111111,0,1
4,NJ,SC,2000,128.6956522,9,1
3,NJ,SC,2000,138.5869565,6,1
2,NJ,SC,2000,141.8681319,3,1
1,NJ,SC,2000,125.1648352,0,1
4,NJ,SC,2001,89.67391304,9,1
3,NJ,SC,2001,143.3695652,6,1
2,NJ,SC,2001,153.6263736,3,1
1,NJ,SC,2001,107.6666667,0,1
4,NJ,SC,2002,128.5869565,9,1
3,NJ,SC,2002,164.7826087,6,1
2,NJ,SC,2002,148.1318681,3,1
1,NJ,SC,2002,51.77777778,0,1
4,NJ,SC,2003,150.2173913,9,1
3,NJ,SC,2003,229.673913,6,1
2,NJ,SC,2003,171.978022,3,1
1,NJ,SC,2003,90.55555556,0,1
4,NJ,SC,2004,190.8695652,9,1
3,NJ,SC,2004,216.8478261,6,1
2,NJ,SC,2004,210.6593407,3,1
1,NJ,SC,2004,139.3406593,0,1
4,NJ,SC,2005,177.7173913,9,1
3,NJ,SC,2005,243.1521739,6,1
